engine_model,vehicle_age,total_mileage,engine_rpm,engine_load,engine_temperature,oil_temperature,oil_pressure,fuel_pressure,failure_type,days_before_failure
2,0.4444444444444445,0.46173433185609264,0.23457340164847407,0.16455696202531647,0.7551020408163265,0.7037037037037037,0.5333333333333333,0.48,3,65
9,0.711111111111111,0.624588960836229,0.7264424147917131,0.5316455696202531,0.6326530612244896,0.33333333333333326,0.18333333333333335,0.5800000000000001,2,11
3,0.3333333333333333,0.6945193426617091,0.7384718200044553,0.5822784810126582,0.4285714285714286,0.35185185185185186,0.5499999999999999,0.6599999999999999,6,53
1,0.24444444444444446,0.6744204905303874,0.8217865894408555,0.4810126582278481,0.36734693877551017,0.574074074074074,0.3833333333333333,0.44000000000000006,6,65
4,0.9888888888888889,0.8313553446241551,0.24237023836043664,0.6455696202531646,0.3877551020408163,0.2592592592592593,0.8499999999999999,0.17999999999999994,1,59
9,0.4888888888888889,0.5100656446269933,0.8271329917576298,0.8734177215189872,0.9183673469387752,0.9814814814814814,0.48333333333333334,0.42000000000000004,5,9
2,0.5777777777777777,0.42733881791015726,0.8186678547560704,0.379746835443038,0.30612244897959173,0.7962962962962963,0.08333333333333333,0.64,2,17
4,0.4333333333333334,0.8600013785777132,0.4089997772332368,0.6075949367088608,0.22448979591836737,0.18518518518518512,0.3,0.5800000000000001,6,16
8,0.4333333333333334,0.389780684504381,0.22410336377812431,0.1518987341772152,0.7755102040816324,0.4259259259259258,0.7333333333333333,0.8199999999999998,3,58
5,0.6888888888888889,0.7097201892706106,0.643127645355313,0.7721518987341772,0.551020408163265,0.16666666666666674,0.35000000000000003,0.38,6,88
7,0.15555555555555556,0.17594300797547752,0.6709734907551793,0.7468354430379747,0.5918367346938773,0.7037037037037037,0.26666666666666666,0.9800000000000002,5,8
9,0.6000000000000001,0.6262270355308132,0.5515705056805524,0.5696202531645569,0.06122448979591821,0.20370370370370372,0.7,0.2799999999999999,1,50
4,0.8777777777777778,0.6055240419898552,0.851860102472711,0.3291139240506329,0.04081632653061229,0.2962962962962963,0.9,0.8199999999999998,4,58
1,0.9333333333333333,0.8076073161930171,0.7649810648251281,0.25316455696202533,0.26530612244897944,0.4259259259259258,0.5999999999999999,0.6,6,42
1,0.6666666666666665,0.6064201175034768,0.26531521496992655,0.4177215189873418,0.16326530612244894,0.40740740740740744,0.48333333333333334,0.54,6,121
9,0.8555555555555554,0.72099208939671,0.7676542659835153,0.7721518987341772,0.08163265306122436,0.18518518518518512,0.5666666666666665,0.6,0,0
4,0.7888888888888888,0.7807493786263688,0.33949654711517047,0.4810126582278481,0.3877551020408163,0.5370370370370372,0.6833333333333332,0.32000000000000006,6,7
3,0.6555555555555557,0.6062173854868204,0.8805970149253731,0.3924050632911392,0.346938775510204,0.6296296296296298,0.11666666666666665,0.64,2,26
8,0.18888888888888888,0.17685124741009847,0.8852751169525507,0.3924050632911392,0.5714285714285714,0.40740740740740744,0.23333333333333334,0.8599999999999999,2,10
9,0.7,0.6862154392594604,0.5154822900423257,0.1265822784810127,0.7346938775510201,0.574074074074074,0.8666666666666666,0.44000000000000006,3,65
2,0.6222222222222222,0.43250442969456393,0.8086433504121185,0.911392405063291,0.9387755102040816,0.9444444444444442,0.39999999999999997,0.5800000000000001,5,21
6,0.7222222222222221,0.5548937481500703,0.527288928491869,0.4177215189873418,0.20408163265306123,0.6111111111111112,0.49999999999999994,0.45999999999999996,6,148
9,0.5444444444444445,0.5293900604546873,0.6968144352862553,0.911392405063291,0.9183673469387752,0.7222222222222223,0.7166666666666666,0.5199999999999999,5,4
2,0.41111111111111115,0.33442673467650047,0.5638226776564936,0.3417721518987341,0.04081632653061229,0.05555555555555558,0.7999999999999999,0.9400000000000002,0,0
7,0.25555555555555554,0.2831274251817492,0.9884161283136557,0.7088607594936709,0.551020408163265,0.6296296296296298,0.3,0.42000000000000004,5,40
8,0.5222222222222221,0.02047998832263584,0.26576074849632436,0.3924050632911392,0.020408163265306145,0.2962962962962963,0.9666666666666665,0.72,0,0
5,0.7777777777777777,0.7332776496060917,0.37291156159501004,0.36708860759493667,0.3265306122448979,0.20370370370370372,0.8333333333333333,0.8400000000000001,0,0
1,0.6222222222222222,0.4183334617302772,0.27422588549788374,0.08860759493670886,0.26530612244897944,0.20370370370370372,0.45,0.5,4,35
9,0.3444444444444444,0.37440954300148804,0.5589218088661172,0.8481012658227848,0.6734693877551019,0.7037037037037037,0.2833333333333334,0.5599999999999999,5,61
1,0.6888888888888889,0.5227647781503542,0.6763198930719536,0.7341772151898734,0.7551020408163265,0.7222222222222223,0.5833333333333333,0.7,5,37
3,0.911111111111111,0.7499462760155859,0.18645578079750502,0.4177215189873418,0.30612244897959173,0.2777777777777777,0.7499999999999999,0.8599999999999999,4,70
6,0.8111111111111111,0.62019778535545,0.7159723769213633,0.6455696202531646,0.3877551020408163,0.07407407407407396,0.8333333333333333,0.5599999999999999,4,90
9,0.6777777777777776,0.470873491166966,0.6602806861216307,0.6329113924050632,0.20408163265306123,0.6481481481481479,0.14999999999999997,0.54,2,27
0,0.13333333333333336,0.15847156278002358,0.6981510358654489,0.6962025316455696,0.4489795918367345,0.6481481481481479,0.5166666666666666,0.5800000000000001,5,12
8,0.7444444444444445,0.4905182235809772,0.2630875473379372,0.4810126582278481,0.7346938775510201,0.5,0.7,0.68,3,67
8,0.45555555555555544,0.4394743564272131,0.4377366896858989,0.24050632911392408,0.2448979591836733,0.37037037037037024,0.8666666666666666,0.36,1,23
1,0.25555555555555554,0.27847269807931685,0.29226999331699716,0.5189873417721519,0.36734693877551017,0.574074074074074,0.8333333333333333,0.42000000000000004,3,19
7,0.6555555555555557,0.5940210273647676,0.6163956337714414,0.9367088607594937,0.9999999999999998,0.7777777777777777,0.26666666666666666,0.5199999999999999,5,8
0,0.7999999999999998,0.5167355279749909,0.6562708843840499,0.2911392405063291,0.2857142857142856,0.38888888888888884,0.5333333333333333,0.3400000000000001,6,111
0,0.6777777777777776,0.5226107018176952,0.41033637781243043,0.40506329113924044,0.36734693877551017,0.2407407407407407,0.3333333333333333,0.74,6,102
4,0.4888888888888889,0.4467281079831813,0.9509913120962352,0.9873417721518988,0.8367346938775511,0.8888888888888888,0.6166666666666666,0.9400000000000002,5,10
0,0.6444444444444444,0.49128860524427176,0.42281131655157056,0.26582278481012656,0.20408163265306123,0.0185185185185186,0.4666666666666666,0.15999999999999992,1,38
8,0.6666666666666665,0.282178639343797,0.5150367565159278,0.6708860759493671,0.06122448979591821,0.09259259259259256,0.6666666666666666,0.5199999999999999,0,0
4,0.36666666666666664,0.39797511261763524,0.5854310536867899,0.430379746835443,0.06122448979591821,0.07407407407407396,0.8499999999999999,0.96,0,0
0,0.18888888888888888,0.589739327172983,0.23323680106928046,0.7341772151898734,0.5306122448979591,0.38888888888888884,0.4166666666666667,0.45999999999999996,6,69
0,0.6222222222222222,0.6616889198843616,0.9603475161505903,0.620253164556962,0.2857142857142856,0.11111111111111116,0.7499999999999999,0.6599999999999999,4,72
8,0.31111111111111106,0.5627840782383399,0.8168857206504789,0.6075949367088608,0.22448979591836737,0.5185185185185186,0.6666666666666666,0.45999999999999996,6,87
4,0.8111111111111111,0.8069829015817152,0.4673646691913567,0.5822784810126582,0.6122448979591837,0.8333333333333335,0.11666666666666665,0.74,2,32
1,0.5777777777777777,0.4527005931938807,0.2731120516818891,0.30379746835443033,0.18367346938775508,0.3148148148148149,0.6166666666666666,0.8599999999999999,4,51
2,0.8444444444444443,0.5377142370586017,0.35820895522388063,0.5316455696202531,0.5102040816326532,0.7222222222222223,0.7499999999999999,0.5599999999999999,3,13
7,0.8444444444444443,0.7118650940068361,0.22209846290933394,0.4810126582278481,0.6938775510204083,0.4259259259259258,0.8833333333333332,0.8199999999999998,3,21
7,0.4222222222222222,0.7357550348496336,0.4720427712185342,0.4810126582278481,0.3877551020408163,0.5370370370370372,0.3833333333333333,0.64,6,35
6,0.3,0.2943628335448504,0.4272666518155492,0.5189873417721519,0.5102040816326532,0.5925925925925926,0.7333333333333333,0.9199999999999999,3,65
2,0.9333333333333333,0.7033827864299297,0.7705502339051014,0.3291139240506329,0.3265306122448979,0.35185185185185186,0.39999999999999997,0.5,6,88
8,0.06666666666666668,0.1385227323410277,0.6422365783025172,0.35443037974683544,0.26530612244897944,0.14814814814814814,0.7333333333333333,0.6,4,56
3,0.7555555555555555,0.16159769047686623,0.7288928491869013,0.379746835443038,0.20408163265306123,0.12962962962962954,0.7,0.8199999999999998,0,0
7,0.3333333333333333,0.2908880067793586,0.9955446647360214,0.7974683544303797,0.6734693877551019,0.6111111111111112,0.45,0.45999999999999996,5,30
1,0.9333333333333333,0.9011721965203076,0.8195589218088661,0.31645569620253167,0.3265306122448979,0.37037037037037024,0.31666666666666665,0.9800000000000002,2,14
0,0.9555555555555555,0.7750972100019867,0.39140120294052133,0.5063291139240506,0.04081632653061229,0.4259259259259258,0.7666666666666665,0.06,1,21
3,0.19999999999999996,0.19057215029740784,0.16841167297839163,0.06329113924050636,0.20408163265306123,0.2777777777777777,0.6333333333333332,0.78,0,0
5,0.1111111111111111,0.1649184409096991,0.19558921808866117,0.3417721518987341,0.2857142857142856,0.20370370370370372,0.48333333333333334,0.8400000000000001,4,95
5,0.3777777777777778,0.3162376181420827,0.28580975718422813,0.25316455696202533,0.20408163265306123,0.14814814814814814,0.4666666666666666,0.5599999999999999,4,14
8,0.21111111111111108,0.1983976061403473,0.6994876364446425,0.7974683544303797,0.5306122448979591,0.6851851851851851,0.06666666666666667,0.9199999999999999,2,11
0,0.18888888888888888,0.26796712497617897,0.5731788817108487,0.7088607594936709,0.6938775510204083,0.8703703703703702,0.65,0.5800000000000001,5,18
3,0.3333333333333333,0.032007330789722295,0.7505012252171976,0.5569620253164557,0.08163265306122436,0.2592592592592593,0.7166666666666666,0.8400000000000001,0,0
9,0.7555555555555555,0.7686827689949762,0.566050345288483,0.8607594936708861,0.6122448979591837,0.9629629629629628,0.3666666666666667,0.8400000000000001,5,27
0,0.09999999999999998,0.7404381444343979,0.4898641122744487,0.6075949367088608,0.4285714285714286,0.574074074074074,0.6666666666666666,0.8400000000000001,6,58
3,0.5333333333333332,0.41340707372552515,0.3020717308977501,0.13924050632911392,0.12244897959183665,0.2777777777777777,0.6833333333333332,0.020000000000000018,1,59
7,0.7555555555555555,0.7102067461105862,0.4800623746936957,0.31645569620253167,0.7551020408163265,0.4444444444444444,0.65,0.8599999999999999,3,23
2,0.7666666666666666,0.7885545612676427,0.6805524615727333,0.430379746835443,0.346938775510204,0.3148148148148149,0.3833333333333333,0.5599999999999999,6,32
1,0.3888888888888889,0.44332221010335277,0.20984629093339274,0.5063291139240506,0.2448979591836733,0.18518518518518512,0.6166666666666666,0.5,4,47
0,0.8222222222222222,0.2546597954028488,0.24326130541323235,0.5189873417721519,0.20408163265306123,0.05555555555555558,0.5833333333333333,0.5199999999999999,0,0
1,0.4666666666666666,0.5198089453475029,0.8110937848073068,0.6329113924050632,0.3265306122448979,0.33333333333333326,0.2833333333333334,0.45999999999999996,2,21
0,0.9444444444444444,0.696741285564264,0.369792826910225,0.5949367088607594,0.2857142857142856,0.4444444444444444,0.5833333333333333,0.17999999999999994,1,10
6,0.6666666666666665,0.6659503468744804,0.20204945422143017,0.2278481012658228,0.18367346938775508,0.03703703703703698,0.5666666666666665,0.54,4,60
8,0.08888888888888888,0.14513179608402835,0.5961238583203387,0.6962025316455696,0.6122448979591837,0.925925925925926,0.4333333333333333,0.96,5,23
4,0.9666666666666666,0.8371210431778648,0.3573178881710849,0.1518987341772152,0.6326530612244896,0.40740740740740744,0.7166666666666666,0.9800000000000002,3,55
7,0.6222222222222222,0.6245727422748965,0.8235687235464468,0.1518987341772152,0.12244897959183665,0.22222222222222232,0.7666666666666665,0.8599999999999999,4,86
5,0.09999999999999998,0.1563388219647976,0.221875696146135,0.36708860759493667,0.7551020408163265,0.6481481481481479,0.5833333333333333,0.54,3,22
6,0.8777777777777778,0.5926586682128361,0.39942080641568284,0.20253164556962025,0.6938775510204083,0.4444444444444444,0.45,0.44000000000000006,3,60
8,0.5666666666666667,0.39969428011888203,0.4780574738249054,0.012658227848101278,0.06122448979591821,0.07407407407407396,0.8166666666666667,0.64,4,60
1,0.4222222222222222,0.65357558457777,0.7790153709066607,0.620253164556962,0.4897959183673468,0.16666666666666674,0.35000000000000003,0.78,6,81
6,0.35555555555555557,0.6205221565821003,0.665404321675206,0.3417721518987341,0.46938775510204067,0.2592592592592593,0.5833333333333333,0.32000000000000006,6,98
8,0.05555555555555555,0.11373671598460858,0.8716863443974159,0.430379746835443,0.2448979591836733,0.12962962962962954,0.7666666666666665,0.6199999999999999,0,0
9,0.5222222222222221,0.4448427002282762,0.48808197816885723,0.16455696202531647,0.7959183673469388,0.5370370370370372,0.6666666666666666,0.4,3,55
7,0.044444444444444425,0.09950898305565804,0.22477166406772112,0.620253164556962,0.0,0.0185185185185186,0.7333333333333333,0.6199999999999999,4,62
2,0.2222222222222222,0.20442280167537738,0.2319002004900869,0.3417721518987341,0.30612244897959173,0.2962962962962963,0.7333333333333333,0.8599999999999999,4,29
3,0.6777777777777776,0.5166463258876621,0.2773446201826688,0.379746835443038,0.2857142857142856,0.0,0.6833333333333332,0.06,1,69
1,0.044444444444444425,0.1308189157080821,0.7400311873468478,0.810126582278481,0.2857142857142856,0.2407407407407407,0.9999999999999999,0.9199999999999999,0,0
4,0.5555555555555556,0.3976912877943162,0.8106482512809089,0.5443037974683544,0.18367346938775508,0.03703703703703698,0.7833333333333333,0.54,4,10
4,0.39999999999999997,0.40831039082678167,0.8482958342615282,0.5316455696202531,0.22448979591836737,0.6111111111111112,0.23333333333333334,0.68,2,13
0,0.7888888888888888,0.700978384712384,0.6845622633103141,0.7974683544303797,0.3877551020408163,0.40740740740740744,0.7,0.7,6,44
8,0.8333333333333333,0.5332298048501607,0.48897304522165297,0.1265822784810127,0.0,0.2407407407407407,0.9166666666666666,0.07999999999999996,1,41
6,0.28888888888888886,0.22210914280848715,0.3435063488527512,0.30379746835443033,0.5306122448979591,0.37037037037037024,0.5166666666666666,0.9800000000000002,3,49
5,0.7444444444444445,0.7750972100019867,0.7206504789485408,0.3291139240506329,0.26530612244897944,0.2592592592592593,0.5499999999999999,0.5,4,56
9,0.5777777777777777,0.6056618997611817,0.5361995990198263,0.5443037974683544,0.7142857142857142,0.5555555555555554,0.7833333333333333,0.8199999999999998,3,10
0,0.15555555555555556,0.17428060543889454,0.6520383158832702,0.18987341772151897,0.2857142857142856,0.12962962962962954,0.6833333333333332,0.5,4,16
8,0.25555555555555554,0.2515458316270055,0.4444196925818668,0.25316455696202533,0.6938775510204083,0.40740740740740744,0.8166666666666667,0.48,3,40
6,0.8999999999999999,0.8538707623940217,0.8244597905992426,0.4683544303797468,0.5102040816326532,0.5,0.3333333333333333,0.64,6,9
6,0.9666666666666666,0.9671452493806536,0.6747605257295611,0.26582278481012656,0.06122448979591821,0.20370370370370372,0.8166666666666667,0.020000000000000018,1,32
6,0.3444444444444444,0.3865329175975445,0.2601915794163511,0.6708860759493671,0.08163265306122436,0.11111111111111116,0.5333333333333333,0.72,0,0
7,0.23333333333333334,0.22492306319967886,0.5341946981510358,0.44303797468354433,0.5102040816326532,0.6481481481481479,0.6833333333333332,0.96,3,42
2,0.28888888888888886,0.35827612911596673,0.7527288928491869,0.6329113924050632,0.26530612244897944,0.22222222222222232,0.5666666666666665,0.74,0,0
0,0.022222222222222227,0.49048173181797905,0.6887948318110938,0.810126582278481,0.40816326530612246,0.4259259259259258,0.3833333333333333,0.5599999999999999,6,128
8,0.9555555555555555,0.7045424135652046,0.6905769659166853,0.08860759493670886,0.36734693877551017,0.20370370370370372,0.5666666666666665,0.8400000000000001,4,69
6,0.09999999999999998,0.18416987321139677,0.8629984406326576,0.9367088607594937,0.6122448979591837,0.8148148148148149,0.4166666666666667,0.6599999999999999,5,17
6,0.9222222222222223,0.7090795560979762,0.42080641568278015,0.36708860759493667,0.7959183673469388,0.462962962962963,0.7499999999999999,0.9400000000000002,3,53
2,0.6333333333333333,0.42225835357274627,0.588327021608376,0.6455696202531646,0.551020408163265,0.5185185185185186,0.6833333333333332,0.7,5,15
6,0.3888888888888889,0.4037570297326775,0.4611271998217866,0.17721518987341775,0.18367346938775508,0.20370370370370372,0.6333333333333332,0.17999999999999994,1,17
3,0.7888888888888888,0.624528141231232,0.41546001336600585,0.7594936708860759,0.20408163265306123,0.7407407407407409,0.0,0.8199999999999998,2,30
8,0.6777777777777776,0.5786255580198758,0.34551124972154157,0.5949367088607594,0.7551020408163265,0.8333333333333335,0.033333333333333326,0.5,2,25
8,0.3777777777777778,0.38971581025905094,0.353753619959902,0.4683544303797468,0.12244897959183665,0.2777777777777777,0.6166666666666666,0.7,0,0
2,0.6000000000000001,0.6281002793647189,0.2722209846290934,0.430379746835443,0.3265306122448979,0.2592592592592593,0.5833333333333333,0.6199999999999999,6,92
6,0.7666666666666666,0.578820180755866,0.7081755402094008,0.4683544303797468,0.020408163265306145,0.0185185185185186,0.5999999999999999,0.8400000000000001,0,0
5,0.6777777777777776,0.587760662690416,0.41791044776119407,0.7088607594936709,0.26530612244897944,0.5555555555555554,0.13333333333333336,0.45999999999999996,2,32
9,0.9444444444444444,0.7331154639927665,0.3820449988861662,0.430379746835443,0.22448979591836737,0.5555555555555554,0.65,0.5800000000000001,6,21
2,0.5666666666666667,0.11594649496616402,0.2920472265537982,0.6582278481012658,0.12244897959183665,0.16666666666666674,0.5999999999999999,0.76,0,0
4,0.7999999999999998,0.6206883968357586,0.8556471374470929,0.7848101265822784,0.5714285714285714,0.7407407407407409,0.6166666666666666,0.5,5,41
5,0.9777777777777779,0.9447920172241121,0.5399866339942081,0.11392405063291142,0.020408163265306145,0.0,0.5666666666666665,0.09999999999999998,1,17
1,0.7777777777777777,0.7507369308805462,0.286255290710626,0.6329113924050632,0.0,0.05555555555555558,0.5333333333333333,0.76,4,49
5,0.39999999999999997,0.3333725281898869,0.9380708398306973,0.7974683544303797,0.6326530612244896,0.7777777777777777,0.5166666666666666,0.42000000000000004,5,9
0,0.7444444444444445,0.6534782732097749,0.4261528179995545,0.1518987341772152,0.3877551020408163,0.37037037037037024,0.7999999999999999,0.17999999999999994,1,44
6,0.8888888888888888,0.8281116323576516,0.43729115615950104,0.49367088607594933,0.1428571428571428,0.0,0.8333333333333333,0.9400000000000002,0,0
6,0.6111111111111112,0.5454626547352117,0.45823123190020054,0.5569620253164557,0.5102040816326532,0.5185185185185186,0.9166666666666666,0.4,3,25
8,0.41111111111111115,0.4648442409916028,0.6540432167520606,0.6455696202531646,0.20408163265306123,0.2592592592592593,0.7499999999999999,0.8800000000000001,4,17
8,0.6444444444444444,0.6595805069111343,0.7850300735130319,0.7721518987341772,0.5306122448979591,0.7222222222222223,0.7833333333333333,0.5800000000000001,5,22
7,0.15555555555555556,0.23952787767961042,0.2998440632657608,0.5063291139240506,0.551020408163265,0.2962962962962963,0.7499999999999999,0.6,3,69
7,0.3333333333333333,0.2680968734668391,0.9369570060147027,0.620253164556962,0.26530612244897944,0.20370370370370372,0.8333333333333333,0.64,4,10
6,0.39999999999999997,0.8529909054417327,0.6484740476720873,0.5063291139240506,0.36734693877551017,0.462962962962963,0.4166666666666667,0.8400000000000001,6,14
7,0.45555555555555544,0.466733703386841,0.5878814880819782,0.5949367088607594,0.6734693877551019,0.2962962962962963,0.18333333333333335,0.96,2,2
6,0.4666666666666666,0.36720039248918424,0.2777901537090666,0.430379746835443,0.3877551020408163,0.38888888888888884,0.9,0.48,3,50
5,0.15555555555555556,0.23899266515563736,0.681666295388728,0.810126582278481,0.8367346938775511,0.7407407407407409,0.48333333333333334,0.9400000000000002,5,38
0,0.3888888888888889,0.29081907789369543,0.6195143684562263,0.5189873417721519,0.4285714285714286,0.8703703703703702,0.08333333333333333,0.5199999999999999,2,7
9,0.6444444444444444,0.6108275115455883,0.3488527511695256,0.6962025316455696,0.26530612244897944,0.5370370370370372,0.26666666666666666,0.9000000000000001,2,12
1,0.9333333333333333,0.9307791802328174,0.33860548006237473,0.5063291139240506,0.2448979591836733,0.8518518518518516,0.10000000000000002,0.5800000000000001,2,16
3,0.9888888888888889,0.6081676674870555,0.540209400757407,0.7848101265822784,0.5714285714285714,0.7407407407407409,0.31666666666666665,0.44000000000000006,2,47
7,0.26666666666666666,0.25401105294954807,0.7727779015370907,0.3417721518987341,0.346938775510204,0.03703703703703698,0.6166666666666666,0.2799999999999999,1,70
4,0.49999999999999994,0.4986396681682351,0.26041434617955006,0.2784810126582279,0.551020408163265,0.14814814814814814,0.5666666666666665,0.68,6,161
4,0.8777777777777778,0.7315098264208473,0.6823345956783248,0.26582278481012656,0.22448979591836737,0.07407407407407396,0.6333333333333332,0.64,4,32
2,0.5222222222222221,0.5644667539765884,0.48964134551124977,0.3417721518987341,0.5918367346938773,0.18518518518518512,0.6666666666666666,0.8800000000000001,6,177
3,0.022222222222222227,0.11411785217592273,0.508130986856761,0.49367088607594933,0.06122448979591821,0.2407407407407407,0.5333333333333333,1.0,0,0
6,0.2222222222222222,0.21017633630808777,0.23702383604366228,0.31645569620253167,0.06122448979591821,0.4259259259259258,0.7999999999999999,0.21999999999999997,1,96
0,0.5222222222222221,0.5278046960844338,0.8030741813321453,0.40506329113924044,0.2857142857142856,0.2592592592592593,0.4166666666666667,0.68,6,83
0,0.4333333333333334,0.4318516326009301,0.4998886166184006,0.6708860759493671,0.3265306122448979,0.9074074074074074,0.2833333333333334,0.9199999999999999,2,2
7,0.1111111111111111,0.7885991623113071,0.5569169079973268,0.4683544303797468,0.3877551020408163,0.4444444444444444,0.6833333333333332,0.8,6,32
0,0.6666666666666665,0.5582307171442357,0.33949654711517047,0.1265822784810127,0.5714285714285714,0.7222222222222223,0.8333333333333333,0.8199999999999998,3,38
6,0.7222222222222221,0.6066593412831315,0.5339719313878369,0.18987341772151897,0.551020408163265,0.6851851851851851,0.9,0.72,3,29
1,0.8666666666666667,0.7943526969440176,0.2405881042548452,0.45569620253164556,0.3265306122448979,0.35185185185185186,0.8166666666666667,0.64,4,44
4,0.7444444444444445,0.6657111230948258,0.44954332813544223,0.4683544303797468,0.020408163265306145,0.0,0.8333333333333333,0.78,4,69
2,0.8666666666666667,0.573674842173125,0.28781465805301853,0.6835443037974683,0.18367346938775508,0.16666666666666674,0.5166666666666666,0.36,6,98
3,0.16666666666666669,0.16321143732945168,0.2044998886166184,0.5443037974683544,0.2857142857142856,0.09259259259259256,0.4333333333333333,0.74,4,64
8,0.8777777777777778,0.7750566635986554,0.8066384495433282,0.5443037974683544,0.06122448979591821,0.3148148148148149,0.6333333333333332,0.45999999999999996,4,7
9,1.0,0.8063463230494138,0.8273557585208287,0.6708860759493671,0.5306122448979591,0.9629629629629628,0.7,0.5599999999999999,5,44
1,0.39999999999999997,0.32651207674623217,0.5794163510804188,0.44303797468354433,0.18367346938775508,0.09259259259259256,0.5333333333333333,0.32000000000000006,1,31
7,0.4333333333333334,0.3532727029448852,0.5987970594787257,0.07594936708860758,0.06122448979591821,0.2962962962962963,0.8499999999999999,0.9199999999999999,0,0
