region_id,region_name,climate
491,Europe,Cold
492,Europe,Temperate
493,Africa,Hot
494,Africa,Temperate
495,Africa,Hot
496,Europe,Cold
497,America,Temperate
498,Africa,Cold
499,Europe,Hot
500,America,Cold
501,Asia,Hot
502,Europe,Hot
503,Asia,Temperate
504,Asia,Temperate
505,Africa,Temperate
506,Europe,Hot
507,Africa,Hot
508,America,Hot
509,Africa,Cold
510,Asia,Hot
511,Asia,Temperate
512,Europe,Temperate
513,America,Cold
514,Asia,Temperate
515,Europe,Hot
516,Europe,Hot
517,Africa,Temperate
518,Asia,Temperate
519,Africa,Hot
520,Asia,Hot
521,Asia,Hot
522,America,Temperate
523,Africa,Temperate
524,Europe,Hot
525,Africa,Temperate
526,America,Cold
527,Asia,Temperate
528,Africa,Temperate
529,Africa,Hot
530,America,Temperate
531,Asia,Hot
532,Asia,Temperate
533,Europe,Temperate
534,Asia,Temperate
535,Asia,Hot
536,Asia,Temperate
537,Asia,Temperate
538,Asia,Cold
539,Europe,Hot
540,Asia,Hot
541,Africa,Temperate
542,Africa,Temperate
543,Asia,Cold
544,Africa,Hot
545,Europe,Cold
546,Africa,Hot
547,Europe,Cold
548,Europe,Temperate
549,America,Hot
550,Africa,Hot
551,Africa,Temperate
552,Asia,Hot
553,Asia,Temperate
554,America,Temperate
555,Asia,Cold
556,Africa,Temperate
557,Europe,Hot
558,America,Hot
559,Europe,Hot
560,Asia,Temperate
561,Europe,Temperate
562,America,Hot
563,Africa,Cold
564,Africa,Temperate
565,America,Hot
566,Europe,Hot
567,America,Hot
568,Africa,Hot
569,Europe,Hot
570,Asia,Hot
571,Africa,Hot
572,America,Cold
573,Africa,Hot
574,Asia,Hot
575,Europe,Temperate
576,America,Hot
577,Africa,Hot
578,Africa,Cold
579,America,Cold
580,Europe,Cold
581,Asia,Cold
582,America,Hot
583,Africa,Cold
584,Asia,Hot
585,Europe,Hot
586,America,Cold
587,Europe,Cold
588,Asia,Cold
589,Europe,Hot
590,Asia,Hot
591,Africa,Temperate
592,Asia,Hot
593,America,Cold
594,Asia,Hot
595,Asia,Cold
596,Africa,Cold
597,Europe,Cold
598,Africa,Temperate
599,America,Hot
600,Asia,Temperate
601,Africa,Cold
602,America,Temperate
603,Europe,Temperate
604,Africa,Temperate
605,Asia,Hot
606,Africa,Cold
607,Africa,Temperate
608,Asia,Temperate
609,America,Cold
610,Asia,Hot
611,Europe,Cold
612,Africa,Cold
613,America,Hot
614,Europe,Cold
615,Asia,Temperate
616,America,Hot
617,America,Cold
618,Asia,Hot
619,America,Temperate
620,Europe,Temperate
621,America,Hot
622,Europe,Hot
623,America,Hot
624,Africa,Temperate
625,America,Temperate
626,Europe,Temperate
627,Africa,Temperate
628,Asia,Cold
629,Asia,Temperate
630,America,Hot
631,Africa,Hot
632,America,Cold
633,America,Cold
634,Africa,Cold
635,Asia,Hot
636,Africa,Cold
637,Europe,Cold
638,Africa,Hot
639,Asia,Hot
640,Africa,Temperate
641,Europe,Cold
642,Africa,Hot
643,America,Cold
644,Africa,Temperate
645,Africa,Cold
646,Asia,Cold
647,America,Temperate
648,America,Cold
649,America,Temperate
650,Africa,Temperate
651,Europe,Temperate
652,Asia,Cold
653,Africa,Cold
654,Asia,Hot
655,Africa,Cold
656,America,Cold
657,Asia,Temperate
658,America,Temperate
659,Africa,Cold
660,Europe,Cold
661,Asia,Cold
662,America,Hot
663,Africa,Hot
664,America,Temperate
665,Africa,Cold
666,America,Temperate
667,America,Hot
668,Africa,Hot
669,America,Hot
670,Asia,Temperate
671,Asia,Hot
672,Africa,Cold
673,Africa,Temperate
674,America,Hot
675,Africa,Temperate
676,America,Temperate
677,Asia,Temperate
678,Europe,Hot
679,Europe,Hot
680,Africa,Cold
681,Asia,Cold
682,Africa,Cold
683,Africa,Cold
684,Asia,Cold
685,Europe,Temperate
686,America,Cold
687,Asia,Hot
688,Africa,Temperate
689,Europe,Cold
690,Asia,Cold
691,America,Temperate
692,America,Temperate
693,Europe,Temperate
694,America,Temperate
695,Asia,Cold
696,Asia,Temperate
697,Europe,Temperate
698,Europe,Cold
699,America,Temperate
700,Africa,Hot
701,Africa,Cold
702,Europe,Cold
703,Africa,Temperate
704,Africa,Cold
705,Asia,Cold
706,Africa,Cold
707,Asia,Hot
708,Africa,Cold
709,Europe,Hot
710,Asia,Hot
711,Africa,Cold
712,America,Cold
713,America,Temperate
714,America,Hot
715,Europe,Cold
716,Asia,Cold
717,Africa,Hot
718,Europe,Hot
719,America,Cold
720,Asia,Hot
721,Africa,Cold
722,Africa,Cold
723,Asia,Hot
724,Europe,Cold
725,Asia,Cold
726,Europe,Hot
727,America,Temperate
728,America,Cold
729,Europe,Cold
730,Asia,Hot
731,Europe,Hot
732,America,Hot
733,Africa,Hot
734,Asia,Hot
735,America,Temperate
736,Europe,Temperate
737,America,Cold
738,Africa,Cold
739,Europe,Temperate
740,Asia,Temperate
741,Africa,Hot
742,Europe,Cold
743,America,Hot
744,America,Hot
745,Asia,Hot
746,Europe,Cold
747,America,Cold
748,Asia,Hot
749,Africa,Cold
750,Asia,Temperate
751,Africa,Hot
752,Europe,Hot
753,America,Hot
754,Europe,Hot
755,Africa,Hot
756,Europe,Temperate
757,Africa,Hot
758,Europe,Cold
759,America,Cold
760,Europe,Temperate
761,Asia,Hot
762,America,Temperate
763,Asia,Temperate
764,Asia,Cold
765,America,Hot
766,Africa,Hot
767,Asia,Hot
768,Asia,Temperate
769,Asia,Hot
770,Europe,Temperate
771,Africa,Temperate
772,Asia,Cold
773,America,Hot
774,Asia,Temperate
775,Asia,Cold
776,Europe,Cold
777,Africa,Hot
778,Asia,Cold
779,Asia,Cold
780,Asia,Temperate
781,Europe,Cold
782,Europe,Temperate
783,America,Hot
784,Asia,Temperate
785,Europe,Temperate
786,America,Cold
787,America,Hot
788,Africa,Cold
789,America,Temperate
790,Asia,Temperate
791,Africa,Temperate
792,Africa,Hot
793,Africa,Hot
794,Europe,Hot
795,Europe,Cold
796,Africa,Cold
797,Europe,Cold
798,Europe,Cold
799,Asia,Hot
800,America,Hot
801,Asia,Temperate
802,Asia,Hot
803,Asia,Cold
804,Africa,Cold
805,Europe,Cold
806,Africa,Hot
807,Asia,Hot
808,America,Hot
809,Asia,Hot
810,Europe,Cold
811,America,Hot
812,America,Temperate
813,Europe,Temperate
814,Europe,Hot
815,Asia,Temperate
816,Europe,Hot
817,America,Temperate
818,Europe,Hot
819,Asia,Hot
820,Africa,Hot
821,Africa,Cold
822,Asia,Temperate
823,America,Temperate
824,Africa,Hot
825,Asia,Cold
826,Africa,Cold
827,America,Cold
828,America,Cold
829,America,Temperate
830,Europe,Cold
831,America,Temperate
832,America,Hot
833,America,Hot
834,Africa,Hot
835,Asia,Cold
836,Asia,Temperate
837,America,Temperate
838,Africa,Cold
839,Asia,Temperate
840,Africa,Cold
841,Asia,Cold
842,Europe,Cold
843,America,Temperate
844,Africa,Cold
845,Africa,Cold
846,Europe,Hot
847,Asia,Hot
848,Africa,Cold
849,America,Cold
850,Europe,Hot
851,America,Hot
852,Asia,Temperate
853,America,Temperate
854,Europe,Hot
855,Europe,Temperate
856,Africa,Temperate
857,America,Temperate
858,America,Cold
859,Asia,Hot
860,Africa,Temperate
861,Asia,Hot
862,Asia,Cold
863,Europe,Temperate
864,Europe,Cold
865,Africa,Cold
866,Asia,Temperate
867,America,Cold
868,America,Hot
869,Europe,Cold
870,Asia,Cold
871,Europe,Temperate
872,Europe,Hot
873,Africa,Hot
874,Asia,Temperate
875,Europe,Temperate
876,Asia,Temperate
877,Asia,Hot
878,Asia,Temperate
879,America,Temperate
880,Europe,Hot
881,Asia,Temperate
882,Africa,Temperate
883,Africa,Cold
884,Europe,Cold
885,Africa,Hot
886,America,Cold
887,Africa,Temperate
888,Europe,Hot
889,Asia,Temperate
890,America,Cold
891,Europe,Cold
892,Europe,Cold
893,Africa,Temperate
894,Europe,Hot
895,Asia,Temperate
896,Europe,Cold
897,Europe,Hot
898,Asia,Temperate
899,Europe,Hot
900,Asia,Temperate
901,Asia,Cold
902,Africa,Hot
903,Europe,Temperate
904,America,Hot
905,America,Temperate
906,Asia,Temperate
907,Europe,Hot
908,Africa,Temperate
909,Africa,Hot
910,Africa,Cold
911,Asia,Temperate
912,Africa,Temperate
913,America,Cold
914,Europe,Hot
915,Europe,Temperate
916,America,Hot
917,Asia,Hot
918,Europe,Temperate
919,Asia,Temperate
920,Africa,Cold
921,Asia,Hot
922,America,Cold
923,Asia,Cold
924,Europe,Cold
925,Europe,Hot
926,Africa,Hot
927,Europe,Cold
928,America,Cold
929,America,Cold
930,Europe,Hot
931,Europe,Cold
932,Europe,Temperate
933,Europe,Temperate
934,Africa,Cold
935,Africa,Hot
936,Africa,Cold
937,Africa,Temperate
938,Africa,Cold
939,Europe,Cold
940,Asia,Temperate
941,Africa,Hot
942,Asia,Temperate
943,Africa,Cold
944,Asia,Hot
945,Europe,Hot
946,Europe,Hot
947,America,Temperate
948,Europe,Hot
949,America,Hot
950,Asia,Temperate
951,Africa,Hot
952,Europe,Temperate
953,America,Temperate
954,Asia,Temperate
955,Africa,Cold
956,Europe,Cold
957,Africa,Hot
958,Africa,Hot
959,Europe,Temperate
960,America,Hot
961,Europe,Hot
962,America,Hot
963,America,Hot
964,Africa,Cold
965,America,Cold
966,America,Hot
967,Europe,Hot
968,America,Hot
969,Europe,Temperate
970,Europe,Cold
971,Asia,Hot
972,America,Temperate
973,Europe,Cold
974,Europe,Cold
975,Africa,Cold
976,America,Hot
977,America,Cold
978,Africa,Hot
979,Europe,Hot
980,Africa,Cold
981,Asia,Hot
982,Europe,Temperate
983,America,Temperate
984,Africa,Temperate
985,Africa,Cold
986,Europe,Temperate
987,Africa,Cold
988,Africa,Hot
989,America,Hot
990,Africa,Cold
991,Europe,Cold
992,Europe,Hot
993,Africa,Cold
994,Africa,Cold
995,America,Hot
996,Africa,Temperate
997,Europe,Hot
998,Africa,Hot
999,Africa,Cold
1000,Africa,Cold
1001,Asia,Hot
1002,Asia,Hot
1003,Africa,Temperate
1004,Africa,Hot
1005,Asia,Hot
1006,America,Hot
1007,Africa,Temperate
1008,Africa,Hot
1009,America,Temperate
1010,Europe,Temperate
1011,Asia,Hot
1012,Asia,Temperate
1013,America,Cold
1014,Asia,Temperate
1015,Europe,Cold
1016,Europe,Cold
1017,Asia,Cold
1018,Europe,Hot
1019,Europe,Hot
1020,Europe,Temperate
1021,Africa,Hot
1022,America,Temperate
1023,Asia,Hot
1024,Africa,Temperate
1025,Asia,Hot
1026,America,Temperate
1027,Europe,Cold
1028,Asia,Temperate
1029,Asia,Cold
1030,Africa,Cold
1031,Africa,Temperate
1032,Europe,Cold
1033,America,Hot
1034,Europe,Temperate
1035,Africa,Hot
1036,Asia,Hot
1037,Asia,Temperate
1038,America,Hot
1039,Europe,Temperate
1040,Europe,Temperate
1041,Europe,Hot
1042,Asia,Temperate
1043,America,Temperate
1044,Asia,Temperate
1045,America,Hot
1046,America,Temperate
1047,Europe,Cold
1048,Asia,Cold
1049,Asia,Cold
1050,America,Hot
1051,Asia,Hot
1052,America,Hot
1053,Asia,Temperate
1054,Asia,Temperate
1055,America,Hot
1056,Asia,Hot
1057,Europe,Cold
1058,Europe,Cold
1059,Africa,Cold
1060,America,Cold
1061,Europe,Hot
1062,Africa,Hot
1063,America,Cold
1064,Asia,Cold
1065,America,Cold
1066,Asia,Hot
1067,America,Hot
1068,Asia,Hot
1069,America,Temperate
1070,America,Hot
1071,Europe,Temperate
1072,Asia,Hot
1073,America,Hot
1074,Europe,Temperate
1075,Europe,Cold
1076,Europe,Cold
1077,Asia,Temperate
1078,Europe,Temperate
1079,Africa,Temperate
1080,Africa,Hot
1081,America,Temperate
1082,Asia,Hot
1083,Africa,Temperate
1084,Europe,Temperate
1085,Africa,Temperate
1086,Asia,Cold
1087,Africa,Temperate
1088,Africa,Hot
1089,Africa,Cold
1090,Europe,Cold
1091,Europe,Cold
1092,Africa,Cold
1093,Europe,Cold
1094,Africa,Cold
1095,Africa,Temperate
1096,Africa,Temperate
1097,America,Cold
1098,America,Cold
1099,America,Hot
1100,Asia,Hot
1101,Asia,Cold
1102,America,Hot
1103,Europe,Hot
1104,Asia,Temperate
1105,America,Temperate
1106,America,Hot
1107,America,Temperate
1108,Europe,Hot
1109,Africa,Temperate
1110,Asia,Cold
1111,Africa,Cold
1112,Europe,Hot
1113,Africa,Hot
1114,Asia,Hot
1115,Europe,Temperate
1116,Asia,Hot
1117,Asia,Temperate
1118,Asia,Cold
1119,America,Cold
1120,Asia,Cold
1121,Africa,Temperate
1122,Europe,Temperate
1123,America,Cold
1124,Asia,Temperate
1125,Asia,Temperate
1126,Africa,Hot
1127,Asia,Temperate
1128,Europe,Temperate
1129,Asia,Hot
1130,America,Cold
1131,Asia,Cold
1132,America,Hot
1133,Asia,Cold
1134,Europe,Cold
1135,Asia,Cold
1136,Europe,Cold
1137,Europe,Temperate
1138,Asia,Cold
1139,America,Temperate
1140,Africa,Temperate
1141,America,Cold
1142,Asia,Hot
1143,Africa,Temperate
1144,Asia,Hot
1145,Africa,Cold
1146,America,Cold
1147,America,Hot
1148,Europe,Temperate
1149,Europe,Temperate
1150,Asia,Temperate
1151,Asia,Temperate
1152,Africa,Cold
1153,Africa,Temperate
1154,Europe,Cold
1155,Africa,Temperate
1156,Europe,Cold
1157,Europe,Temperate
1158,Africa,Hot
1159,Asia,Temperate
1160,Africa,Temperate
1161,Asia,Hot
1162,Europe,Cold
1163,Europe,Temperate
1164,Asia,Hot
1165,Europe,Temperate
1166,Europe,Cold
1167,Africa,Temperate
1168,Africa,Cold
1169,Europe,Cold
1170,Africa,Hot
1171,Europe,Temperate
1172,Europe,Temperate
1173,Asia,Hot
1174,Africa,Cold
1175,Africa,Hot
1176,Europe,Hot
1177,Asia,Hot
1178,America,Cold
1179,Africa,Cold
1180,America,Temperate
1181,Africa,Hot
1182,Europe,Hot
1183,Africa,Temperate
1184,Africa,Cold
1185,Europe,Cold
1186,Asia,Temperate
1187,Africa,Temperate
1188,Europe,Temperate
1189,Europe,Temperate
1190,Asia,Hot
1191,America,Cold
1192,Asia,Hot
1193,Europe,Cold
1194,Europe,Cold
1195,Europe,Cold
1196,Africa,Temperate
1197,Africa,Cold
1198,America,Cold
1199,America,Temperate
1200,Africa,Temperate
1201,Africa,Hot
1202,Asia,Temperate
1203,Africa,Hot
1204,America,Temperate
1205,Europe,Hot
1206,Africa,Cold
1207,Asia,Temperate
1208,Europe,Hot
1209,Africa,Cold
1210,Africa,Cold
1211,Europe,Hot
1212,Europe,Cold
1213,Europe,Hot
1214,Asia,Cold
1215,Asia,Cold
1216,Asia,Temperate
1217,Europe,Cold
1218,Africa,Cold
1219,Europe,Temperate
1220,America,Temperate
1221,Africa,Temperate
1222,Africa,Cold
1223,Europe,Temperate
1224,America,Hot
1225,Asia,Cold
1226,Europe,Hot
1227,Africa,Hot
1228,Europe,Hot
1229,America,Cold
1230,Europe,Cold
1231,America,Hot
1232,Africa,Cold
1233,America,Cold
1234,Europe,Hot
1235,Asia,Cold
1236,Asia,Temperate
1237,Asia,Cold
1238,America,Cold
1239,America,Hot
1240,America,Cold
1241,Africa,Hot
1242,America,Temperate
1243,Europe,Temperate
1244,Europe,Hot
1245,Asia,Hot
1246,Africa,Hot
1247,Asia,Temperate
1248,America,Temperate
1249,America,Hot
1250,America,Hot
1251,America,Hot
1252,Asia,Cold
1253,America,Cold
1254,Asia,Cold
1255,Asia,Cold
1256,Africa,Cold
1257,Africa,Cold
1258,Asia,Hot
1259,Africa,Temperate
1260,America,Cold
1261,America,Cold
1262,Asia,Hot
1263,Asia,Temperate
1264,America,Cold
1265,Asia,Temperate
1266,Asia,Hot
1267,Europe,Cold
1268,America,Temperate
1269,Europe,Temperate
1270,Asia,Cold
1271,Asia,Hot
1272,Asia,Temperate
1273,Europe,Cold
1274,Europe,Cold
1275,America,Temperate
1276,Asia,Temperate
1277,Europe,Temperate
1278,America,Cold
1279,Europe,Cold
1280,America,Hot
1281,America,Temperate
1282,Europe,Hot
1283,Africa,Hot
1284,America,Hot
1285,Asia,Temperate
1286,Europe,Hot
1287,Europe,Hot
1288,Africa,Cold
1289,Africa,Temperate
1290,America,Cold
1291,Africa,Hot
1292,America,Cold
1293,Africa,Hot
1294,Africa,Cold
1295,Africa,Temperate
1296,Africa,Hot
1297,Asia,Temperate
1298,Africa,Temperate
1299,Europe,Hot
1300,Europe,Temperate
1301,Europe,Hot
1302,Europe,Hot
1303,America,Cold
1304,Africa,Hot
1305,Asia,Cold
1306,Asia,Hot
1307,Africa,Temperate
1308,America,Cold
1309,Asia,Hot
1310,Africa,Hot
1311,Europe,Temperate
1312,America,Hot
1313,Africa,Temperate
1314,Asia,Cold
1315,Asia,Temperate
1316,America,Hot
1317,Asia,Temperate
1318,Africa,Temperate
1319,Africa,Temperate
1320,America,Hot
1321,Africa,Hot
1322,Asia,Temperate
1323,America,Cold
1324,Asia,Hot
1325,Asia,Cold
1326,Europe,Hot
1327,Africa,Temperate
1328,Africa,Temperate
1329,Asia,Temperate
1330,Asia,Cold
1331,Asia,Cold
1332,Asia,Cold
1333,Europe,Temperate
1334,Asia,Temperate
1335,Asia,Hot
1336,Asia,Temperate
1337,America,Cold
1338,America,Hot
1339,America,Cold
1340,America,Temperate
1341,Africa,Cold
1342,America,Temperate
1343,America,Temperate
1344,America,Cold
1345,Africa,Cold
1346,Asia,Temperate
1347,Africa,Cold
1348,Europe,Hot
1349,Europe,Hot
1350,America,Temperate
1351,Europe,Hot
1352,America,Temperate
1353,Europe,Temperate
1354,Africa,Cold
1355,America,Temperate
1356,Africa,Hot
1357,America,Cold
1358,Asia,Hot
1359,America,Hot
1360,America,Hot
1361,Europe,Temperate
1362,Europe,Cold
1363,America,Temperate
1364,America,Cold
1365,Africa,Cold
1366,America,Cold
1367,Europe,Temperate
1368,America,Hot
1369,Africa,Cold
1370,Africa,Cold
1371,America,Hot
1372,Europe,Hot
1373,Asia,Hot
1374,America,Temperate
1375,Africa,Hot
1376,Africa,Temperate
1377,Europe,Cold
1378,Africa,Hot
1379,America,Cold
1380,Asia,Cold
